,tweet type,A_handle,A_follower_count,A_following_count,A_listed_count,A_posts,A_network_feature_1,A_network_feature_2,A_network_feature_3,B_handle,B_follower_count,B_following_count,B_listed_count,B_posts,B_network_feature_1,B_network_feature_2,B_network_feature_3
2811,RT,Mr_Austicleez,106,483,3,718,,,,RamsNFL,1060486,512,6389,59603,,,
2812,RT,Spencz1997,4176,4997,144,744639,,,,RamsNFL,1060486,512,6389,59603,,,
2813,Tweet,SiriusXMFantasy,132330,2505,2103,217370,,,,SiriusXMFantasy,1060486,512,6389,59603,,,
2814,RT,JungleGal45,329,609,4,1000,,,,TFatbeard,208,285,0,2238,,,
2815,RT,PeytonStensland,718,840,3,6153,,,,WINCINNATI_,2619,980,5,215,,,
2816,RT,TLegix,408,354,3,13972,,,,SNFonNBC,993037,2480,5415,79758,,,
2817,Tweet,MMBSports,422,1684,7,60013,,,,MMBSports,993037,2480,5415,79758,,,
2818,RT,FeleciaDaly,225,1989,1,12458,,,,WUTangKids,98482,943,291,6933,,,
2819,RT,sportsfan3653,1044,5005,0,111952,,,,RamsNFL,1060486,512,6389,59603,,,
2820,RT,Leecuhommie,18,544,0,1627,,,,WUTangKids,98482,943,291,6933,,,
2821,RT,TLegix,408,354,3,13972,,,,WINCINNATI_,2619,980,5,215,,,
2822,Tweet,Fly_Nashville,18359,631,300,11405,,,,Fly_Nashville,2619,980,5,215,,,
2823,Tweet,MartinOtis,3422,2700,83,144161,,,,MartinOtis,2619,980,5,215,,,
2824,RT,DylanOS50158950,119,1466,0,207,,,,SNFonNBC,993037,2480,5415,79758,,,
2825,RT,pedrodisneystan,255,351,2,13556,,,,almanaquedisney,87067,791,149,13464,,,
2826,RT,tuppydougherty,378,2367,26,105260,,,,WUTangKids,98482,943,291,6933,,,
2827,RT,avcnarrador,3347,5004,58,460971,,,,RedeTV,467126,136,985,632652,,,
2828,RT,footballlife225,110,829,0,1056,,,,SNFonNBC,993037,2480,5415,79758,,,
2829,RT,DanGoodwinIII,3128,2655,25,30019,,,,jeolmoz2,705,327,29,80466,,,
2830,RT,fucboiisowavy,161,264,0,7085,,,,WINCINNATI_,2619,980,5,215,,,
2831,RT,VitorPiresSB20,5,12,0,911,,,,PatriotsMilGrau,7142,963,36,28532,,,
2832,RT,ArTallks,15242,8891,1448,556716,,,,ohthatguy_theo,750,1212,29,6303,,,
2833,Tweet,MsKiahMorris,3573,1538,35,2653,,,,MsKiahMorris,750,1212,29,6303,,,
2834,RT,NickDogg26,122,690,0,1058,,,,RamsNFL,1060486,512,6389,59603,,,
2835,RT,BkRaysjoy,1323,584,52,28280,,,,TinaCervasio,38820,2674,905,30683,,,
2836,RT,RichGannon12,68198,327,1041,5469,,,,DelawareFB,25226,413,116,7067,,,
2837,RT,hiltonjohn123,163,752,0,10164,,,,WINCINNATI_,2619,980,5,215,,,
2838,RT,DopModi,930,5007,3,85747,,,,WUTangKids,98482,943,291,6933,,,
2839,RT,nflttbr,532,3,2,71350,,,,PatriotsMilGrau,7142,963,36,28532,,,
2840,Tweet,EstherValadez15,100,8,0,10862,,,,EstherValadez15,7142,963,36,28532,,,
2841,RT,cowboyally,449,1859,0,9939,,,,WUTangKids,98482,943,291,6933,,,
2842,RT,aj110596,165,946,0,44133,,,,RamsNFL,1060486,512,6389,59603,,,
2843,RT,TheSplattMan,160,415,3,11455,,,,RamsNFL,1060486,512,6389,59603,,,
2844,RT,mrnbafan24,369,1936,32,170418,,,,RamsNFL,1060486,512,6389,59603,,,
2845,Tweet,RamsNFL,1060486,512,6389,59603,,,,RamsNFL,1060486,512,6389,59603,,,
2846,RT,gabsguimarxes,375,452,4,39066,,,,almanaquedisney,87067,791,149,13464,,,
2847,RT,prettylauren12,1265,883,1,10462,,,,GMA,3760982,2432,15220,286572,,,
2848,Tweet,Postsemreh,4508,2475,91,187323,,,,Postsemreh,3760982,2432,15220,286572,,,
2849,Tweet,EtoileLA,117,94,3,1899,,,,EtoileLA,3760982,2432,15220,286572,,,
